"collection_id","reference","player_name","team_name","card_type","card_sub_type","season","image_url","is_rookie_card","rarity","serial_number","numbering","base_card_id","is_variant","variants"
"9","123","Achraf Hakimi","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","124","Gonçalo Ramos","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","125","Ousmane Dembélé","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","126","Kylian Mbappé","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","127","Warren Zaïre-Emery","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","128","Manuel Ugarte","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","129","Vitinha","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","130","Gianluigi Donnarumma","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","131","Randal Kolo Muani","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","132","Kang-in Lee","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","133","Lucas Hernández","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","134","Bradley Barcola","Paris Saint-Germain","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","135","Marquinhos","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","136","Marco Asensio","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","137","Fabián Ruiz","Paris Saint-Germain","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","138","Brice Samba","RC Lens","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","139","Elye Wahi","RC Lens","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","140","Florian Sotoca","RC Lens","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","141","Angelo Fulgini","RC Lens","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","142","Przemysław Frankowski","RC Lens","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","143","Andy Diouf","RC Lens","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","144","Salis Abdul Samed","RC Lens","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","145","Deiver Machado","RC Lens","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","146","Facundo Medina","RC Lens","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","147","David Pereira da Costa","RC Lens","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","148","Óscar Cortés","RC Lens","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","149","Habib Diarra","RC Strasbourg Alsace","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","150","Emanuel Emegha","RC Strasbourg Alsace","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","151","Ângelo","RC Strasbourg Alsace","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","152","Lebo Mothiba","RC Strasbourg Alsace","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","153","Matz Sels","RC Strasbourg Alsace","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","154","Frédéric Guilbert","RC Strasbourg Alsace","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","155","Jessy Deminguet","RC Strasbourg Alsace","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","156","Dilane Bakwa","RC Strasbourg Alsace","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","157","Ismaël Doukouré","RC Strasbourg Alsace","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","158","Gerzino Nyamsi","RC Strasbourg Alsace","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","159","Abakar Sylla","RC Strasbourg Alsace","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","160","Bredan Chardonnet","Stade Brestois 29","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","161","Martín Satriano","Stade Brestois 29","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","162","Billal Brahimi","Stade Brestois 29","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","163","Jérémy Le Douaron","Stade Brestois 29","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","164","Romain Del Castillo","Stade Brestois 29","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","165","Pierre Lees-Melou","Stade Brestois 29","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","166","Marco Bizot","Stade Brestois 29","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","167","Lilian Brassier","Stade Brestois 29","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","168","Josh Wilson-Esbrand","Stade de Reims","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","169","Oumar Diakité","Stade de Reims","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","170","Junya Ito","Stade de Reims","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","171","Marshall Munetsi","Stade de Reims","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","172","Valentin Atangana Edoa","Stade de Reims","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","173","Amir Richardson","Stade de Reims","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","174","Azor Matusiwa","Stade de Reims","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","175","Mohamed Daramy","Stade de Reims","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","176","Keito Nakamura","Stade de Reims","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","177","Yunis Abdelhamid","Stade de Reims","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","178","Yehvann Diouf","Stade de Reims","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","179","Arthur Theate","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","180","Arnaud Kalimuendo","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","181","Ibrahim Salah","Stade Rennais FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","182","Amine Gouiri","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","183","Benjamin Bourigeaud","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","184","Désiré Doué","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","185","Enzo Le Fée","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","186","Lorenz Assignon","Stade Rennais FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","187","Steve Mandanda","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","188","Warmed Omari","Stade Rennais FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","189","Adrien Truffert","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","190","Fabian Rieder","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","191","Ludovic Blas","Stade Rennais FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","192","Jeanuël Belocian","Stade Rennais FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
"9","193","Thijs Dallinga","Toulouse FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","194","Zakaria Aboukhlal","Toulouse FC","Spéciale","Base","2023/24","","FALSE","Unique","","1/1","","FALSE",""
"9","195","Vincent Sierro","Toulouse FC","Spéciale","Base","2023/24","","TRUE","Unique","","1/1","","FALSE",""
